updated,source,company,title,location,is_remote,salary_currency,job_type,url,salary_estimate_min,salary_estimate_max,salary_estimate_median,seniority,skills,company_type
2026-04,jobicy,Samsara,"Senior Software Engineer II, Developer Experience / Operational Excellence",UK,True,USD,Full-Time,https://jobicy.com/jobs/141361-senior-software-engineer-ii-developer-experience-operational-excellence,160000.0,240000.0,200000.0,senior,"Software Engineering, Developer Experience, Operational Excellence, Cloud Platforms, IoT, DevOps, Automation, Monitoring, CI/CD, System Architecture",enterprise
2026-04,jobicy,EcoOnline,Director of Customer Learning & Operations,UK,True,USD,Full-Time,https://jobicy.com/jobs/141357-director-of-customer-learning-operations,130000.0,190000.0,160000.0,director,"Customer Learning, Operations Management, Training Development, Process Improvement, Team Leadership, Data Analysis, Customer Success, SaaS, Project Management, Stakeholder Engagement",mid_market
2026-04,jobicy,Deel,Full Stack Engineer,EMEA,True,USD,Full-Time,https://jobicy.com/jobs/141356-full-stack-engineer-3,120000.0,180000.0,150000.0,mid,"Full Stack Development, JavaScript, React, Node.js, Python, API Development, Cloud Services, Database Management, DevOps, Agile Methodologies",scaleup
2026-04,jobicy,Impel,"VP, Product – AI Platform",UK,True,USD,Full-Time,https://jobicy.com/jobs/141352-vp-product-ai-platform,220000.0,350000.0,285000.0,vp,"AI, Product Strategy, Roadmapping, Business Outcomes, Agentic AI, Platform Development, Leadership, Cross-functional Collaboration, Market Analysis, Product Management",scaleup
2026-04,jobicy,DoorDash,DoorDash Employer Brand & Recruitment Marketing Lead,USA,True,USD,Full-Time,https://jobicy.com/jobs/141326-doordash-employer-brand-recruitment-marketing-lead,110000.0,170000.0,140000.0,senior,"Employer Branding, Recruitment Marketing, Talent Acquisition, Content Strategy, Social Media, DEI, Campaign Management, Analytics, Stakeholder Management, Brand Management",scaleup
2026-04,jobicy,DoorDash,"Associate Manager, QA Strategy & Operations",USA,True,USD,Full-Time,https://jobicy.com/jobs/141325-associate-manager-qa-strategy-operations,100000.0,150000.0,125000.0,mid,"QA, Test Automation, AI, Data Analysis, Process Improvement, Operations, Strategy, Performance Metrics, Project Management, SQL",scaleup
2026-04,jobicy,Colgate-Palmolive,"Territory Manager – Morristown / Bridgewater, NJ",USA,True,USD,Full-Time,https://jobicy.com/jobs/141324-territory-manager-morristown-bridgewater-nj,70000.0,95000.0,82500.0,mid,"Sales, Territory Management, Consumer Goods, Retail, CRM, Customer Service, Negotiation, Market Development, Relationship Building, Reporting",enterprise
2026-04,jobicy,Colgate-Palmolive,"Territory Manager – Mt Kisco, NY / Bedford / Yorktown",USA,True,USD,Full-Time,https://jobicy.com/jobs/141323-territory-manager-mt-kisco-ny-bedford-yorktown,70000.0,95000.0,82500.0,mid,"Sales, Territory Management, Consumer Goods, Retail, CRM, Customer Service, Negotiation, Market Development, Relationship Building, Reporting",enterprise
2026-04,jobicy,ENGIE,Account Executive,USA,True,USD,Full-Time,https://jobicy.com/jobs/141322-account-executive,90000.0,140000.0,115000.0,mid,"Sales, Account Management, Energy Sector, CRM, Negotiation, Client Relations, Revenue Growth, B2B, Consultative Selling, Market Analysis",enterprise
2026-04,jobicy,Dayforce,DevOps Engineer,USA,True,USD,Full-Time,https://jobicy.com/jobs/141321-devops-engineer-2,110000.0,160000.0,135000.0,mid,"AWS, Docker, Kubernetes, CI/CD, Terraform, Linux, Python, Monitoring, Ansible, Jenkins",mid_market
2026-04,jobicy,Dayforce,Product Manager Sr – Dayforce Wallet,USA,True,USD,Full-Time,https://jobicy.com/jobs/141320-product-manager-sr-dayforce-wallet,120000.0,180000.0,150000.0,senior,"Product Management, Agile, Scrum, User Stories, Roadmapping, Fintech, Payroll, HCM, Market Research, Stakeholder Management",mid_market
2026-04,jobicy,Meta,Privacy Program Manager,USA,True,USD,Full-Time,https://jobicy.com/jobs/141319-privacy-program-manager,130000.0,200000.0,165000.0,mid,"GDPR, CCPA, Privacy Compliance, Risk Assessment, Project Management, Data Governance, Legal Frameworks, Audit, Policy Development, Stakeholder Management",big_tech
2026-04,jobicy,Meta,Data Scientist,USA,True,USD,Full-Time,https://jobicy.com/jobs/141318-data-scientist-4,160000.0,260000.0,210000.0,mid,"Python, R, SQL, Statistics, Machine Learning, A/B Testing, Data Visualization, Experimental Design, Pandas, Scikit-learn",big_tech
2026-04,jobicy,Meta,"Data Engineer, Analytics",USA,True,USD,Full-Time,https://jobicy.com/jobs/141317-data-engineer-analytics,140000.0,220000.0,180000.0,mid,"SQL, Python, Spark, Hadoop, Data Warehousing, ETL, Tableau, Airflow, AWS, Statistics",big_tech
2026-04,jobicy,Kubikware,Python Engineer with Data Focus,USA,True,USD,Full-Time,https://jobicy.com/jobs/141316-python-engineer-with-data-focus,100000.0,150000.0,125000.0,mid,"Python, Data Engineering, SQL, Pandas, NumPy, APIs, Web Development, AI/ML, Data Pipelines, ETL",agency
2026-04,jobicy,APTIM,"Project Manager, Environmental Remediation",USA,True,USD,Full-Time,https://jobicy.com/jobs/141315-project-manager-environmental-remediation,90000.0,130000.0,110000.0,mid,"Project Management, Environmental Remediation, Regulations, EPA, Site Assessment, Risk Management, Budgeting, Client Communication, Reporting, Compliance",mid_market
2026-04,jobicy,Claritev,Principal Applied Scientist,USA,True,USD,Full-Time,https://jobicy.com/jobs/141314-principal-applied-scientist,180000.0,280000.0,230000.0,principal,"Applied Science, Machine Learning, AI, Research, Python, Statistics, Healthcare Analytics, Data Science, Model Development, Experimentation",scaleup
2026-04,jobicy,Claritev,Enterprise AI Engineering Architect,USA,True,USD,Full-Time,https://jobicy.com/jobs/141313-enterprise-ai-engineering-architect,160000.0,240000.0,200000.0,senior,"AI Engineering, Architecture, Machine Learning, Cloud, AWS, Azure, Microservices, Scalability, Healthcare, Data Pipelines",scaleup
2026-04,jobicy,Claritev,Coordination of Benefits – Supervisor,USA,True,USD,Full-Time,https://jobicy.com/jobs/141312-coordination-of-benefits-supervisor-2,70000.0,100000.0,85000.0,mid,"Coordination of Benefits, Supervision, Healthcare, Insurance, Claims Processing, Compliance, Team Management, Medicare, Medicaid, Regulations",scaleup
2026-04,jobicy,Claritev,Sr Network Development Executive,USA,True,USD,Full-Time,https://jobicy.com/jobs/141311-sr-network-development-executive,110000.0,160000.0,135000.0,senior,"Network Development, Sales, Business Development, Healthcare, Contract Negotiation, Relationship Management, Market Analysis, Strategy, Communication, CRM",scaleup
2026-04,jobicy,Claritev,Senior MLOps/AI Engineer,USA,True,USD,Full-Time,https://jobicy.com/jobs/141310-senior-mlops-ai-engineer,140000.0,200000.0,170000.0,senior,"MLOps, Machine Learning, AI, Python, TensorFlow, PyTorch, Kubernetes, Docker, AWS, Healthcare Data",scaleup
2026-04,jobicy,World Wide Technology,Technical Project Manager,USA,True,USD,Full-Time,https://jobicy.com/jobs/141309-technical-project-manager,130000.0,180000.0,155000.0,senior,"Project Management, Program Management, Firmware, Embedded Systems, IoT, Automation, Agile, Scrum, SDLC, Stakeholder Management",enterprise
2026-04,jobicy,ECS,IT Network Engineer,USA,True,USD,Full-Time,https://jobicy.com/jobs/141308-it-network-engineer,80000.0,120000.0,100000.0,mid,"Network Engineering, Cisco, Firewalls, Routing, Switching, VPN, Security, Comply to Connect, Deployment, Troubleshooting",mid_market
2026-04,jobicy,ECS,NIH NIAID Core Technology Services Delivery Lead,USA,True,USD,Full-Time,https://jobicy.com/jobs/141307-nih-niaid-core-technology-services-delivery-lead-2,120000.0,180000.0,150000.0,senior,"Project Management, Government Contracting, Technology Services, NIH, NIAID, Compliance, Delivery Management, Healthcare IT, Federal Regulations, Stakeholder Management",mid_market
2026-04,jobicy,ECS,Program Manager,USA,True,USD,Full-Time,https://jobicy.com/jobs/141306-program-manager-4,130000.0,170000.0,150000.0,senior,"Program Management, Portfolio Management, Financial Management, Contract Management, Stakeholder Engagement, Budgeting, Risk Management, Government Contracts, Bioinformatics, Software Engineering",mid_market
2026-04,jobicy,ECS,"Software Development Project Manager (Agile, DevOps)",USA,True,USD,Full-Time,https://jobicy.com/jobs/141305-software-development-project-manager-agile-devops-2,110000.0,150000.0,130000.0,mid,"Project Management, Agile, DevOps, Software Development, Scrum, Stakeholder Management, Budget Management, Risk Management, Team Coordination, JIRA",mid_market
2026-04,jobicy,ECS,Technical Lead (Cloud Application Architect),USA,True,USD,Full-Time,https://jobicy.com/jobs/141304-technical-lead-cloud-application-architect-2,140000.0,180000.0,160000.0,senior,"Cloud Architecture, Azure, DevOps, Agile, Data Architecture, Application Design, Technical Leadership, Infrastructure, Microservices, Security",mid_market
2026-04,jobicy,Inspira Financial,Executive Assistant,USA,True,USD,Full-Time,https://jobicy.com/jobs/141303-executive-assistant-6,70000.0,95000.0,82500.0,mid,"Executive Support, Calendar Management, Meeting Coordination, Travel Arrangements, Document Preparation, Communication, Office Administration, Project Coordination, Confidentiality, Organization",mid_market
2026-04,jobicy,Docplanner,Director of Business Systems & Revenue Technology (Remote friendly),UK,True,USD,Full-Time,https://jobicy.com/jobs/141265-director-of-business-systems-revenue-technology-remote-friendly,160000.0,220000.0,190000.0,director,"Business Systems, Revenue Technology, CRM, Salesforce, Revenue Operations, Systems Integration, Healthcare Technology, Process Optimization, Data Analytics, Leadership",scaleup
2026-04,jobicy,GitLab,"Staff Product Designer, Knowledge Graph","Canada,  France,  Germany,  Netherlands,  USA",True,USD,Full-Time,https://jobicy.com/jobs/141264-staff-product-designer-knowledge-graph,170000.0,230000.0,200000.0,staff,"Product Design, Knowledge Graphs, AI/ML, UI/UX, Figma, Data Visualization, Information Architecture, DevSecOps, User Research, Prototyping",big_tech
2026-04,jobicy,1Password,"Senior Product Designer, EPM",UK,True,USD,Full-Time,https://jobicy.com/jobs/141261-senior-product-designer-epm,140000.0,190000.0,165000.0,senior,"Product Design, UI/UX, Figma, User Research, Prototyping, Design Systems, Enterprise Product Management, Security, Collaboration Tools, Accessibility",scaleup
2026-04,jobicy,UCAS,Technical Supplier Manager,UK,True,GBP,Full-Time,https://jobicy.com/jobs/141260-technical-supplier-manager,80000.0,110000.0,95000.0,mid,"Supplier Management, Vendor Relations, Contract Negotiation, IT Procurement, Service Level Agreements, Stakeholder Management, Budget Management, Digital Services, Technical Evaluation, Compliance",government
2026-04,jobicy,GitLab,"Senior Engineering Manager, Design","Canada,  France,  Germany,  Netherlands,  Spain,  USA",True,USD,Full-Time,https://jobicy.com/jobs/141259-senior-engineering-manager-design,190000.0,260000.0,225000.0,senior,"Engineering Management, Design Systems, UI/UX, DevSecOps, Team Leadership, Agile, Product Strategy, User Research, Figma, Cross-functional Collaboration",big_tech
2026-04,jobicy,Kraken,Global Head of AML & Regulatory Compliance,UK,True,USD,Full-Time,https://jobicy.com/jobs/141257-global-head-of-aml-regulatory-compliance,180000.0,280000.0,230000.0,director,"AML, Regulatory Compliance, Crypto, Blockchain, Risk Management, Financial Regulations, KYC, Audit, Policy Development, Leadership",scaleup
2026-04,jobicy,Liftoff,"Account Manager, Monetize",UK,True,USD,Full-Time,https://jobicy.com/jobs/141254-account-manager-monetize,80000.0,140000.0,110000.0,mid,"Account Management, Monetization, Mobile Advertising, AI, Performance Marketing, Client Relations, Revenue Growth, Data Analysis, Campaign Optimization, Sales",scaleup
2026-04,jobicy,Monzo,"Senior Data Analyst, Financial Health",UK,True,GBP,Full-Time,https://jobicy.com/jobs/141253-senior-data-analyst-financial-health,110000.0,170000.0,140000.0,senior,"Data Analysis, Financial Health, SQL, Python, Data Visualization, Statistics, Banking, Risk Assessment, Dashboarding, A/B Testing",scaleup
2026-04,jobicy,Fortis Games,Sr. Technical Artist,UK,True,USD,Full-Time,https://jobicy.com/jobs/141250-sr-technical-artist-2,100000.0,160000.0,130000.0,senior,"Technical Art, Game Development, 3D Modeling, Shader Programming, Unity, Unreal Engine, Animation, Visual Effects, Pipeline Optimization, Art Direction",startup
2026-04,jobicy,Kraken,AI Agents Solutions Architect – Finance,UK,True,USD,Full-Time,https://jobicy.com/jobs/141249-ai-agents-solutions-architect-finance,150000.0,250000.0,200000.0,senior,"AI Agents, Solutions Architecture, Finance, Crypto, Blockchain, Machine Learning, System Design, API Integration, Financial Systems, Technical Consulting",scaleup
2026-04,jobicy,Clickhouse,Senior Product Operations Manager,UK,True,USD,Full-Time,https://jobicy.com/jobs/141247-senior-product-operations-manager,130000.0,200000.0,165000.0,senior,"Product Operations, Cloud Infrastructure, Data Analytics, Process Improvement, Cross-functional Collaboration, Metrics Tracking, Product Management, SQL, Project Management, Customer Feedback",scaleup
2026-04,jobicy,Remote,"Manager, Employee Relations",Europe,True,USD,Full-Time,https://jobicy.com/jobs/141244-manager-employee-relations,85000.0,140000.0,112500.0,mid,"Employee Relations, HR Compliance, Global Employment, Conflict Resolution, Policy Development, Investigations, Labor Law, Communication, Mediation, Performance Management",scaleup
2026-04,jobicy,Deel,"Account Executive, Mid-Market | DACH",Europe,True,USD,Full-Time,https://jobicy.com/jobs/141242-account-executive-mid-market-dach,90000.0,180000.0,135000.0,mid,"Sales, Account Executive, Mid-Market, DACH Region, SaaS, Payroll, HR Tech, CRM, Negotiation, Pipeline Management",scaleup
2026-04,jobicy,Deel,Benefits Manager,EMEA,True,USD,Full-Time,https://jobicy.com/jobs/141239-benefits-manager,80000.0,130000.0,105000.0,mid,"Benefits Administration, HR Operations, Global Compliance, Payroll, Employee Benefits, HRIS, Policy Development, Vendor Management, Data Analysis, Communication",scaleup
2026-04,jobicy,Precision Medicine Group,Engineering Director,UK,True,USD,Full-Time,https://jobicy.com/jobs/141237-engineering-director,160000.0,250000.0,205000.0,director,"Engineering Leadership, Data Platform, Legacy Systems, Team Management, Architecture, Healthcare Data, Cloud Infrastructure, Data Integration, Strategic Planning, Compliance",mid_market
2026-04,jobicy,Instacart,"Senior Product Manager, Enterprise Picking & Tools",Canada,True,CAD,Full-Time,https://jobicy.com/jobs/141211-senior-product-manager-enterprise-picking-tools,140000.0,220000.0,180000.0,senior,"Product Management, Enterprise Software, Tools Development, Grocery Tech, Agile, Stakeholder Management, Data Analysis, User Research, Roadmapping, Cross-functional Leadership",big_tech
2026-04,jobicy,Customer.io,Recruiting Coordinator,"LATAM,  Canada,  USA",True,USD,Full-Time,https://jobicy.com/jobs/141204-recruiting-coordinator,60000.0,85000.0,72500.0,junior,"Recruiting, Coordination, ATS, Scheduling, Candidate Experience, HR, Communication, Organization, Onboarding, Data Entry",scaleup
2026-04,jobicy,Infor,"Account Manager, Senior – SCM, WMS, SCP, Nexus",UK,True,USD,Full-Time,https://jobicy.com/jobs/141150-account-manager-senior-scm-wms-scp-nexus,90000.0,140000.0,115000.0,senior,"Account Management, Supply Chain Management, WMS, SCP, ERP, Sales, Software Solutions, Customer Success, Negotiation, Business Development",enterprise
2026-04,jobicy,Precision Medicine Group,Senior Account Manager – Brand,UK,True,GBP,Full-Time,https://jobicy.com/jobs/141131-senior-account-manager-brand,80000.0,120000.0,100000.0,senior,"Account Management, Brand Management, Pharmaceutical, Healthcare, Client Relations, Sales, Marketing, Project Management, Communication, Strategy",mid_market
2026-04,jobicy,UCAS,Salesforce Developer,UK,True,GBP,Full-Time,https://jobicy.com/jobs/141127-salesforce-developer,90000.0,140000.0,115000.0,mid,"Salesforce, Development, Apex, Visualforce, Lightning Web Components, Integration, JavaScript, SOQL, REST APIs, Git",mid_market
2026-04,jobicy,UCAS,Salesforce Administrator (App Builder),UK,True,GBP,Full-Time,https://jobicy.com/jobs/141126-salesforce-administrator-app-builder,70000.0,110000.0,90000.0,mid,"Salesforce, Administration, App Builder, CRM, Automation, Data Management, Lightning, Apex, Reports, Dashboards",mid_market
2026-04,jobicy,DoiT International,"Solutions Engineer, EMEA – SELECT by DoiT",UK,True,USD,Full-Time,https://jobicy.com/jobs/141125-solutions-engineer-emea-select-by-doit,100000.0,160000.0,130000.0,mid,"Solutions Engineering, Cloud Computing, AWS, GCP, Technical Sales, Consulting, EMEA Market, Infrastructure, DevOps, Customer Engagement",scaleup
2026-04,jobicy,SGS,Head of Food Assurance Services,UK,True,GBP,Full-Time,https://jobicy.com/jobs/141122-head-of-food-assurance-services,110000.0,170000.0,140000.0,director,"Food Safety, Quality Assurance, Regulatory Compliance, Auditing, Management, Sustainability, Certification, Supply Chain, Leadership, Project Management",enterprise
2026-04,jobicy,Cint,Sr. Product Designer,UK,True,USD,Full-Time,https://jobicy.com/jobs/141095-sr-product-designer,100000.0,160000.0,130000.0,senior,"Product Design, UI/UX, SaaS, Figma, User Research, Prototyping, Design Systems, Cross-functional Collaboration, Strategy, Wireframing",scaleup
